name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative,segment
CLEVRO Robert Klemba PHUP,2023,B1.23,,,Sprzedane,,,https://www.clevro.pl/,,,,8351384183,https://www4.pwe-expoplanner.com/sklep/img/logo/5333.jpg,https://www.clevro.pl/,clevro@clevro.pl; serwis@clevro.pl; handel@clevro.pl,2022-04-05; 2023-10-06; 1678126669667,,,https://www.facebook.com/Clevro-Myjki-245060425686426,,,,Arkadiusz Wolnicki (Dyrektor),B
NABOR,2023,B3.31a,,,Sprzedane,,,http://nabor.pl/,,,,7151138616,https://www4.pwe-expoplanner.com/sklep/img/logo/13506.jpg,https://nabor.pl/,nabor@nabor.pl,25050794; 119012880,,,,,,,,B
STIGEN,2023,B1.24b,,,Sprzedane (Targi PWE),,,http://www.stigen.pl/,,,,5532463803,https://www4.pwe-expoplanner.com/sklep/img/logo/7954.jpg,https://stigen.pl/,biuro@stigen.pl; handel@stigen.pl; serwis@stigen.pl,2021-05-10; 2026-03-12; +48 33 861 65 70,,,,,,,,B
PPHU LA-MAR Tadeusz Lasotano,2023,B1.28a,,,Sprzedane,,,https://la-mar.com.pl/pl/kontakt,,,,7290105359,https://www4.pwe-expoplanner.com/sklep/img/logo/7998.jpg,https://la-mar.com.pl/kontakt/,rafal.debowski@la-mar.com.pl; roksana.jankowska@la-mar.com.pl; michal.opilowski@la-mar.com.pl,2023-10-04; 2026-02-20; 42-680-23-94,,,,,,,,B
REMMERS POLSKA,2023,B3.31b,,,Sprzedane,,,https://www.remmers.pl/pl/Remmers-Polska,"Specjalizujemy się w produkcji chemii budowlanej, farb i lakierów do drewna oraz powłok przemysłowych",,,7821420221,https://www4.pwe-expoplanner.com/sklep/img/logo/13426.jpg,https://www.remmers.pl/pl/Remmers-Polska,info.pl@remmers.com; rekrutacja@remmers.com,1779362066164; 73125579; 48) 61 816 81 00,,,,,,,Pan Michał Reck (Prezes) | Krzysztof Borzymiński (Dyrektor) | Michał Reck (Prezes),B
No Limits Composites,2023,B3.08,,,Sprzedane,,,https://nolimitscomposites.pl/,ADRES KORESPONDENCYJNYul. Kolejowa 31A29-100 Włoszczowa,,,6090039462,https://www4.pwe-expoplanner.com/sklep/img/logo/14265.jpg,https://nolimitscomposites.pl/,michal.lichosik@nolimitscomposites.pl,2022-10-29; 2023-01-03; 1342177279,,,,,,,,B
AIC,2023,B1.28b,,,Sprzedane,,,https://www.myrma.eu/,,,,5891936466,https://www4.pwe-expoplanner.com/sklep/img/logo/15108.jpg,https://myrma.eu/,sales@myrma.eu,934573210; +48 58 350 65 50; 0000304949,,https://www.linkedin.com/company/18023562/,https://www.facebook.com/LaserExpertsRMA,https://www.instagram.com/laserexpertsrma/,https://www.youtube.com/channel/UCtlwgSlAH9MJ0-B7FM945aw,,,B
Niagara-System,2023,B3.25a,,,Sprzedane,,,https://niagara-system.eu/,,,,5621814003,https://www4.pwe-expoplanner.com/sklep/img/logo/16579.jpg,https://niagara-system.eu/,info@niagara-system.eu,2020-11-12; 2024-12-02; +48 516 707 858,,,,,https://www.youtube.com/channel/UCkvr_1lWEL0KvOwtynSUv2Q,,,B
Atmopol,2023,B3.06,,,Sprzedane,,,https://www.atmopol.com.pl/,,,,6791105080,,https://atmopol.com.pl/,biuro@atmopol.com.pl,2022-09-05; 2025-09-01; 84394186,,https://www.linkedin.com/company/atmopolkrakow/,,,,,,B
FHU THN SŁAWOMIR SZROMEK,2023,B1.21c,,,Sprzedane,,,https://witrynki.pl/,,,,6461813224,https://www4.pwe-expoplanner.com/sklep/img/logo/12624.jpg,https://witrynki.pl/,sklep@witrynki.pl,05.82110326; 444534370667404; 514 195 142,,,,,,,,B
Hoben -omandytowa,2023,B1.21b,,,Sprzedane,,,https://www.hoben.pl/,,,,7732489866,https://www4.pwe-expoplanner.com/sklep/img/logo/17676.jpg,https://www.hoben.pl/,biuro@hoben.pl; dboryslawski@hoben.pl; rpowierza@hoben.pl,2020-07-08; 2023-04-18; 507 725 736,,,https://www.facebook.com/HOBEN-246261562446562/,,,,Techniczny Krzysztof Węgrzynowski (Dyrektor),B
Województwo Wielkopolskie z siedzibą Urzędu Marszałkowskiego Woj,"2024,2025",,C2.20,C3.01,,Sprzedane,Sprzedane (Targi PWE),https://www.umww.pl/,URZAD,,,7781346888,https://www4.pwe-expoplanner.com/sklep/img/logo/36783.jpg,https://www.umww.pl/,kancelaria@umww.pl; sejmik@umww.pl,41944380; 61 626 66 66; 2021-2027,,,https://www.facebook.com/umwwpl,,https://www.youtube.com/channel/UCZ9qTi9FJVqJ4DjQ1rXs9PA,,Małgorzata Ziarnek Zastępca (Dyrektor),B
URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA MAZOWIECKIEGO W WARSZAWIE,"2024,2025",,C2.02,C3.15,,Sprzedane,Sprzedane (Targi PWE),HTTP://www.mazovia.pl,"Urząd Marszałkowski Województwa Mazowieckiego w Warszawie jest wojewódzką samorządową jednostką organizacyjną działającą w formie jednostki budżetowej, przy pomocy której zarząd i marszałek województwa wykonują swoje zadania i kompetencje niezastrzeżone na rzecz sejmiku i wojewódzkich samorządowych jednostek organizacyjnych. Został utworzony 1 stycznia 1999 r. na podstawie art. 27 ustawy z dnia 13 października 1998 r. - Przepisy wprowadzające ustawy reformujące administrację publiczną (Dz. U. Nr 133, poz. 872 ze zm.).Zapewnia on realizację zadań przypisanych marszałkowi województwa, zarządowi województwa oraz sejmikowi województwa przez dostarczanie najwyższej jakości usług publicznych, celowe i efektywne gospodarowanie powierzonymi środkami, tak aby maksymalizować wartość dla obywateli na terenie województwa.",,,5252087227,https://www4.pwe-expoplanner.com/sklep/img/logo/14726.jpg,https://mazovia.pl/,urzad_marszalkowski@mazovia.pl; rzecznik@mazovia.pl; koordynator_dostepnosci@mazovia.pl,2023-2027; 2022-2025; 2522735003,,,https://www.facebook.com/MazowieckieWojewodztwo,,https://www.youtube.com/channel/UCADZyobDCWVBe6I6CwLzcMQ,,,B
Zielono Mi Agnieszka Jarosińska,"2024,2025",,C2.02,C3.15,,Sprzedane,Sprzedane (Targi PWE),https://www.przetworyzborowki.pl,"Konfitury (o obniżonej zawartości cukru oraz bez dodatku cukru, soki (tłoczone na zimno, bez dodatku cukru) oraz przeciery owocowe (bez dodatku cukru) głównie z borówki amerykańskiej, którą pozyskujemy z rodzinnego gospodarstwa, zajmującego się uprawą borówki od ponad 30 lat. W naszym asortymencie znajdują się również przetwory z jagody kamczackiej, wiśni, truskawek, jabłek, pigwowca, malin oraz żurawiny. 
","Zielono Mi is a fruit processing company. We produce jams - with reduced sugar content and no added sugar, juices - cold-pressed with no added sugar and natural fruit purees. Our assortment includes preserves mainly from Polish fruits. We operate in private label and service processing",,,https://www4.pwe-expoplanner.com/sklep/img/logo/46544.jpg,https://zielonomi.net/,kontakt@przetworyzborowki.pl; sklep@zielonomi.net; biuro@zielonomi.net,64181172; 37343463; 58490938,,,https://www.facebook.com/PrzetworyzBorowki,https://www.instagram.com/przetworyzborowki/,,,,B
Piekarnia Ratuszowa Radzikowscy,2024,,C2.02,,,Sprzedane,,http://ratuszowasiedlce.pl/,"Piekarnia Ratuszowa Radzikowscy to firma rodzinna z blisko 100-letnią tradycją. Jest to jedyna, przedwojenna i najstarsza piekarnia prowadzona nieprzerwanie od 1930 roku - obecnie przez trzecie pokolenie. Nasza firma do dzisiaj znajduje się w samym sercu starego centrum Siedlec, przy ulicy Piłsudskiego 12, obok zabytkowego ratusza zwanego „ Jackiem”.",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/53845.jpg,http://ratuszowasiedlce.pl/,piekarnia@ratuszowasiedlce.pl,19077145; 25 632 36 74; 25 644 14 83,,,,,,,,B
Kraina Czarnego Bzu - Teresa i Andrzej Lubeccy,2024,,C2.02,,,Sprzedane,,https://krainabzu.pl/,"Kraina Czarnego Bzu to ekologiczne gospodarstwo na terenie gminy Puszcza Mariańska, gdzie od 2016 r. zajmujemy się uprawą i przetwarzaniem czarnego bzu. Zachowuje on najwyższą jakość poprzez tradycyjne metody konserwacji. Jest znany jako skarb medycyny ludowej. Oferujemy m. in. soki i syropy z kwiatów i owoców czarnego bzu, herbatki ziołowe z kwiatów czarnego bzu oraz czarny bez z jabłkiem.","The Elderberry Land is an ecological farm in the Puszcza Mariańska commune, where we cultivate and process elderberry since 2016. The products keep the highest quality through traditional methods of maintenance. We offer juices and syrups of elderberry and elderflowers from Puszcza Mariańska, herbal teas with elderflowers and elderberry with apples.","Budy-Kałki 5, 96-330, Budy-Kałki, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/53881.jpg,https://krainabzu.pl/,eko@krainabzu.pl,2017-04-12; 2023-04-07; 2147483647,,,https://www.facebook.com/KrainaCzarnegoBzu/,,,,,B
INTERCHEMALL ZESPÓŁ MŁYNÓW JELONKI SPÓŁKA Z OGRANICZONĄ ODPOWIED,2024,,C2.02,,,Sprzedane,,http://www.zmjelonki.pl/,"INTERCHEMALL Zespół Młynów Jelonki Sp. z o.o. powstał w 1991 roku i jest jednym z największych Młynów w Polsce. Posiada trzy linie przemiałowe o łącznej zdolności produkcyjnej 800 t na dobę. Dostarcza swoje produkty zarówno na rynek krajowy, jak i zagraniczny, obsługując głównie piekarnie, makaroniarnie, zakłady cukiernicze, hurtownie spożywcze, sklepy sieciowe, mieszalnie pasz i rolników. Oferuje różnorodne mąki, w tym specjalistyczne na zamówienie. Posiada również system zarządzania zgodny z normami FSSC 22000, GMP+B1, produkcji ekologicznej i jakości Tradycja. Działy technologiczne, takie jak laboratorium surowca, mieszalnia mąk i dział kontroli jakości, wspierają realizację polityki jakościowej firmy.",,"., 00-000, ., Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/53905.jpg,http://www.zmjelonki.pl/,mlyn.jelonki@zmjelonki.pl; biuro@zmjelonki.pl,+48 29 645 75 60; +48 29 645 75 90; 137386884,,,https://www.facebook.com/Zesp%C3%B3%C5%82-M%C5%82yn%C3%B3w-Jelonki-Sp-z-oo-115584513526524/,,,,,B
MALWA Food Company,2024,,C2.02,,,Sprzedane,,http://www.malwa.org.pl/,"Jesteśmy producentem żywności funkcjonalnej. Receptury naszych produktów są tak dobrane, żeby nasz konsument oprócz przyjemności jedzenia, mógł spożywać produkty, które będą miały korzystny wpływ na zdrowie i poprawę samopoczucia. Produktami tymi są: cukierki mleczne, ciastka zbożowe, ciastka bez dodatku cukru, ciastka z serii SNACK TAKE IT EASY: z zawartością błonnika oraz białka 15%.","We are a manufacturer of functional food. The recipes of our products are selected so that, in addition to the pleasure of eating, our consumers can consume products that will have a beneficial effect on health and improve well-being. These products are: cereal cookies, cookies without added sugar, SNACK TAKE IT EASY series cookies: with 15% fiber and 15% protein, milk candies.","Blichowo, 09-452, Blichowo, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/53932.jpg,http://malwa.org.pl/,malwa@malwa.org.pl,2022-03-29; 2022-06-02; 27-04-2022,,,,,,,,B
"PRODUKCJA I SPRZEDAŻ WYROBÓW Z MLEKA ""SERMLEK"" Mariusz Gregorczy",2024,,C2.02,,,Sprzedane,,https://sermlek.pl/,"Firma SERMLEK została założona została w 2018 roku, lecz początki produkcji sera dla potrzeb własnych nasza rodzina rozpoczęła wiele lat wcześniej. Zamiłowanie do serów, doskonalenie ich produkcji było inspiracją do stworzenia naszej marki Sermlek. Nasze sery produkowane są wyłącznie z naturalnych składników, bez sztucznych konserwantów i wzmacniaczy smaków – to je wyróżnia. Sery podpuszczkowe jakie Państwu oferujemy charakteryzują się niepowtarzalnym smakiem i aromatem uzyskiwanym dzięki wyłącznie naturalnym dodatkom smakowym, oraz mlekiem pochodzącym od sprawdzonych gospodarstw rolnych z Doliny Liwca.","The SERMLEK company was founded in 2018, but our family started producing cheese for our own needs many years earlier. The passion for cheese and improving their production was the inspiration to create our Sermlek brand. Our cheeses are made only from natural ingredients, without artificial preservatives and flavor enhancers - this is what sets them apart. The rennet cheeses we offer are characterized by a unique taste and aroma obtained thanks to only natural flavor additives and milk from proven farms in the Liwiec Valley.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/53993.jpg,https://sermlek.pl/,sermlek@sermlek.pl,20190623; 8241488119; 698 482 170,,,,,,,,B
Ogólnopolskie Stowarzyszenie Szefów Kuchni i Cukierni,"2024,2025",,C2.01,C3.39,,Sprzedane,Sprzedane,http://www.osskic.org.pl/,,,,5212922698,https://www4.pwe-expoplanner.com/sklep/img/logo/10853.jpg,http://www.osskic.org.pl/,sekretariat@osskic.org.pl; cookpro@gmail.com,155369997828734; 2023-12-22; 20265-03-21,,,https://www.facebook.com/Og%C3%B3lnopolskie-Stowarzyszenie-Szef%C3%B3w-Kuchni-I-Cukierni-155369997828734/,,,,,B
Turpaz Industries Ltd.,2024,,C2.05,,,Sprzedane,,https://turpaz.co.il,"Grupa Turpaz to międzynarodowy koncern zajmujący się produkcją aromatów spożywczych, kompozycji zapachowych, a także dostawca wysokiej jakości składników, zarówno naturalnych, jak i syntetycznych. Firma oferuje szeroką gamę produktów dla klientów z branży spożywczej, perfumeryjnej, farmaceutycznej, nutraceutyków oraz kosmetycznej. Działalność Turpaz obejmuje rozwój, produkcję i marketing szerokiej gamy wysokiej jakości aromatów, esencji zapachowych oraz składników naturalnych i syntetycznych.","Established in 1970, Turpaz is a fast-growing, multinational flavor and fragrance house and fine ingredients company. Turpaz’s activities include the development, production, and marketing of an extensive variety of high-quality flavors, fragrances, and natural and synthetic fine ingredients for customers in the food, beverage, functional food, flavor, fragrance, pharmaceutical/nutraceutical, and cosmetic industries.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/51631.jpg,https://www.turpaz.co.il/,info@willich-tauchmassen.de; Sales@icgflavours.co.uk,+32 81 22 2381; +32-68-250-230; 32-68-250-233,,,,,,,,B
Food Base Kft.,2024,,C2.05,,,Sprzedane,,https://foodbase.hu/en/,,"As a flavour manufacturing company, our expertise lies in creating food flavours, vinegar powders, essential oils, and herbal extracts.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/51633.jpg,https://foodbase.hu/en/,info@foodbase.hu; sales@foodbase.hu,2025-08-08; 2025-08-15; 827904307,,https://hu.linkedin.com/company/foodbasekft,,https://www.instagram.com/foodbasekft/,,,,B
ECO-CORN,2024,,C2.13,,,Sprzedane (Targi PWE),,https://eco-corn.pl/,,,,9691593880,,https://ecocore.pl/,kontakt@eco-corn.pl,9691593880,,,,,,,,B
FROST a.s. Presov,"2024,2025",,C2.12,C4.01,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://frostpresov.sk/home.html,,,,2021588734,https://www4.pwe-expoplanner.com/sklep/img/logo/22985.jpg,https://www.frost.sk/sk,info@frostslovakia.sk; marketing@frostslovakia.sk; praca@frostslovakia.sk,2021588734; 2001-04-19; 011.523.99,,https://www.linkedin.com/company/frostpresov/,https://www.facebook.com/frost.presov,https://www.instagram.com/frost_presov/,,https://www.tiktok.com/@frost_presov,,B
EUROMAX Rokicki Krzysztof,2024,,C2.45,,,Sprzedane,,http://chrrup.pl/,,,,7231112180,https://www4.pwe-expoplanner.com/sklep/img/logo/40453.jpg,https://www.crazybakery.pl/,biuro@smartfoods.eu; kontakt@crazybakery.pl,580754371; 3694043720; 45570682,,,,,,,,B
Zero One Olive Oil,2024,,C2.53,,,Sprzedane,,http://www.zerooneoliveoil.gr/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52649.jpg,https://zerooneoliveoil.gr/,info@zerooneoliveoil.gr,9999999999; 03564453125,,,,,,,,B
REGION OF CRETE,2024,,C2.53,,,Sprzedane,,https://www.crete.gov.gr/en/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52653.jpg,https://www.crete.gov.gr/en-archi-in-o-logos-moysikopoiitikes-ekdiloseis-me-tin-stirixi-tis-perifereias-kritis/,gram.pkr@crete.gov.gr; dpo@crete.gov.gr; info@crete.gov.gr,2024-08-09; (64 217 241; 11-05-2023,,,https://facebook.com/CreteRegion,https://www.instagram.com/creteregion/,https://youtube.com/user/creteregion,,,B
MANOS AND Co. - Dictamus,2024,,C2.53,,,Sprzedane,,https://www.dictamus.gr/contact/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52657.jpg,https://www.dictamus.gr/contact/,info@dictamus.gr,132870494; 2810 821284; 2810 253375,,https://www.linkedin.com/company/dictamus---manos-&-co,https://www.facebook.com/DictamusCrete ,https://www.instagram.com/dictamus.gr/,,,,B
Kujawskie Zioła,2024,,C2.36b,,,Sprzedane,,http://kujawskieziola.pl/,ZIOLA,,,8883085386,https://www4.pwe-expoplanner.com/sklep/img/logo/7848.jpg,https://kujawskieziola.pl/,kontakt@kujawskieziola.pl,721 111 336; 79298876; 30-10-2025,https://api.whatsapp.com/send?phone=48790504139,,,,,,,B
