seed, 0x0,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
50, 0x4559ea80,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
51, 0x60f587d8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
52, 0x7c7460e9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
53, 0x67be0a4a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
54, 0x987a0183,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
55, 0x7bd30f1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
56, 0xab18c4ac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
57, 0xffdbfb64,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
58, 0x9ea917f9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
59, 0x1239dab7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
60, 0x38efabeb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
61, 0x5da91888,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
62, 0x8f49ed62,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
63, 0x83f60b1e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
64, 0x5950a3fc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
65, 0xd8911104,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
66, 0x19e8859e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
67, 0x1a4d89ec,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
68, 0x968ca180,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
69, 0x9e1b6da3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
70, 0x3d99c2c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
71, 0x55f76289,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
72, 0x8fa28b9e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
73, 0x9fe01d33,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
74, 0xdade4e38,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
75, 0x1ea04290,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
76, 0xa7263313,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
77, 0xaafc762e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
78, 0x460476d6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
79, 0x31226e12,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
80, 0x451d3f05,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
81, 0xd0d2764b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
82, 0xd06e1ab3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
83, 0x1394e3f4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
84, 0x2fc04ea3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
85, 0x5b8401c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
86, 0xebd6c929,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
87, 0xe881687c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
88, 0x94bdd66a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
89, 0xabf85983,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
90, 0x223ad12d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
91, 0x2aaeeaa3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
92, 0x1f704934,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
93, 0x2db2efb6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
94, 0xf49b8dfb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
95, 0x5bdbbb9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
96, 0xba0cd0db,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
97, 0x4ec4674e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
98, 0xad0129e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
99, 0x7a66129b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
100, 0x50d12c5e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
101, 0x85b1d335,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
102, 0x3efda58a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
103, 0xecd886fb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
104, 0x8ecadd3d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
105, 0x60ebac0f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
106, 0x5e10fe79,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
107, 0xa84f7e5d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
108, 0x43931288,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
109, 0xfacf448,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
110, 0x4ee01997,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
111, 0xcdc0a651,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
112, 0x33c87037,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
113, 0x8b50fc03,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
114, 0xf52aad34,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
115, 0xda6cd856,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
116, 0x7585bea0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
117, 0xe947c762,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
118, 0x4ddff5d8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
119, 0xe0e79b3b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
120, 0xb804cf09,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
121, 0x84765c44,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
122, 0x3ff666b4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
123, 0xe31621ad,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
124, 0x816f2236,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
125, 0x228176bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
126, 0xfdc14904,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
127, 0x635f5077,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
128, 0x6981a817,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
129, 0xfd9a0300,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
130, 0xd3fa8a24,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
131, 0xd67c1a77,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
132, 0x903fe97a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
133, 0xf7c4a4d5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
134, 0x109f2058,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
135, 0x48ab87fe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
136, 0xfd6f1928,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
137, 0x707e9452,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
138, 0xf327db9e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
139, 0x7b80d76d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
140, 0xfb6ba193,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
141, 0x454a1ad0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
142, 0xe20b51e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
143, 0xb774d085,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
144, 0x6b1ed574,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
145, 0xb1e77de4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
146, 0xe2a83b37,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
147, 0x33d3176f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
148, 0x2f0ca0fc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
149, 0x17f51e2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
150, 0x7c1fbf55,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
151, 0xf09e9cd0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
152, 0xe3d9bacd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
153, 0x4244db0a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
154, 0x876c09fc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
155, 0x9db4fc2f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
156, 0xd3771d60,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
157, 0x25fc6a75,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
158, 0xb309915c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
159, 0xc50ee027,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
160, 0xaa5b7b38,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
161, 0x4c650ded,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
162, 0x1acb2879,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
163, 0x50db5887,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
164, 0x90054847,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
165, 0xfef23e5b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
166, 0x2dd7b7d5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
167, 0x990b8c2e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
168, 0x6001a601,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
169, 0xb5d314c4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
170, 0xfbfb7bf9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
171, 0x1aba997d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
172, 0x814e7304,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
173, 0x989d956a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
174, 0x86d5a29c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
175, 0x70a9fa08,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
176, 0xc4ccba87,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
177, 0x7e9cb366,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
178, 0xee18eb0a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
179, 0x44f5be58,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
180, 0x91d4af2d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
181, 0x5ab6e593,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
182, 0x9fd6bb4d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
183, 0x85894ce,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
184, 0x728a2401,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
185, 0xf006f6d4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
186, 0xd782741e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
187, 0x842cd5bd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
188, 0xfb5883aa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
189, 0x7e5a471,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
190, 0x83ff6965,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
191, 0xc9675c6b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
192, 0xb6ced3c7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
193, 0x3de6425b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
194, 0x25e14db4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
195, 0x69ca3dec,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
196, 0x81342d13,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
197, 0xd7cd8417,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
198, 0x88d15e69,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
199, 0xefba17c9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
200, 0x43d595e6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
201, 0x89d4cf25,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
202, 0x7cae9b9b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
203, 0x2242c621,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
204, 0x27fc3598,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
205, 0x467b1d84,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
206, 0xe84d4622,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
207, 0xa26bf980,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
208, 0x80411010,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
209, 0xe2c2bfea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
210, 0xbc6ca25a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
211, 0x3ddb592a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
212, 0xdd46eb9e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
213, 0xdfe8f657,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
214, 0x2cedc974,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
215, 0xf0dc546b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
216, 0xd46be68f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
217, 0x26d8a5aa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
218, 0x76e96ba3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
219, 0x7d5b5353,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
220, 0xf532237c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
221, 0x6478b79,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
222, 0x9b81a5e5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
223, 0x5fc68e5c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
224, 0x68436e70,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
225, 0x2a0043f9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
226, 0x108d523c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
227, 0x7a4c32a3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
228, 0x9c84c742,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
229, 0x6f813dae,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
230, 0xfcc5bbcc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
231, 0x215b6f3a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
232, 0x84cb321d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
233, 0x7913a248,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
234, 0xb1e6b585,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
235, 0x49376b31,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
236, 0x1dc896b0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
237, 0x347051ad,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
238, 0x5524c042,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
239, 0xda0eef9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
240, 0xf2e73342,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
241, 0xbeee2f9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
242, 0x7c702874,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
243, 0x9eb3bd34,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
244, 0x97b09700,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
245, 0xcdbab1d4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
246, 0x4a2f6ed1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
247, 0x2047bda5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
248, 0x3ecc7005,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
249, 0x8d0d5e67,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
250, 0x40876fb5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
251, 0xb5fd2187,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
252, 0xe915d8af,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
253, 0x9a2351c7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
254, 0xccc658ae,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
255, 0xebb1eddc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
256, 0xc4a83671,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
257, 0xffb2548f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
258, 0xe4fe387a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
259, 0x477aaab4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
260, 0x8475a4e4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
261, 0xf8823e46,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
262, 0xe4130f71,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
263, 0xbdb54482,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
264, 0x98fe0462,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
265, 0xf36b27b8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
266, 0xed7733da,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
267, 0x5f428afc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
268, 0x43a3a21a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
269, 0xf8370b55,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
270, 0xfade1de1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
271, 0xd9a038ea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
272, 0x3c69af23,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
273, 0x24df7dd0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
274, 0xf66d9353,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
275, 0x71d811be,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
276, 0xcc4d024b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
277, 0xb8c30bf0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
278, 0x4198509d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
279, 0x8b37ba36,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
280, 0xa41ae29a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
281, 0x8cf7799e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
282, 0x5cd0136a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
283, 0xa11324ef,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
284, 0x2f8b6d4b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
285, 0x3657cf17,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
286, 0x35b6873f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
287, 0xee6e5bd7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
288, 0xbeeaa98,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
289, 0x9ad3c581,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
290, 0xe2376c3f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
291, 0x738027cc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
292, 0x536ac839,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
293, 0xf066227,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
294, 0x6c9cb0f9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
295, 0x84082ae6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
296, 0xab38ae9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
297, 0x493eade9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
298, 0xcb630b3a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
299, 0x64d44250,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
300, 0xe5efb557,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
301, 0xea2424d9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
302, 0x11a690ba,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
303, 0x30a48ae4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
304, 0x58987e53,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
305, 0x94ec6076,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
306, 0x5d3308fa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
307, 0xf1635ebb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
308, 0x56a5ab90,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
309, 0x2b2f2ee4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
310, 0x6f9e6483,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
311, 0x8b93e327,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
312, 0xa7ce140b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
313, 0x4c8aa42,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
314, 0x7657bb3f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
315, 0xf250fd75,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
316, 0x1edfcb0f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
317, 0xdb42ace3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
318, 0xf8147e16,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
319, 0xd1992bd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
320, 0x64bb14d1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
321, 0x423e724d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
322, 0x7b172f7c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
323, 0x17171696,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
324, 0x4acaf83b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
325, 0x7a83527e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
326, 0xfc980c60,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
327, 0xc8b56bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
328, 0x2453f77f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
329, 0x85ad1bf9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
330, 0x62a85dfe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
331, 0x48238c4d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
332, 0xbb3ec1eb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
333, 0x4c1c039c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
334, 0x1f37f571,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
335, 0x98aecb63,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
336, 0xc3b3ddd6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
337, 0xd22dad4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
338, 0xe49671a3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
339, 0xe3baf945,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
340, 0xb9e21680,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
