seed, 0x0,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status,company_name_scraped,phone_scraped,linkedin_company_url,score
93, 0x2c45df736d73c8bd,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
94, 0x7f651ebc6ad9cec5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
95, 0x77a6be96c7d2e7e7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
96, 0x1721fb1dbfd6546a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
97, 0xf73f433ecff3c997,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
98, 0xed1e80f680965bfe,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
99, 0x6705ad67a3003b30,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
100, 0xac21134efcadb9f7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
101, 0x4d2ba0a91d456ac,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
102, 0x59da7b59434eb52b,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
103, 0x26c1d070fd414b5f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
104, 0xed7079ddfce83d9a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
105, 0x9277d21f88e0fb7a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
106, 0xfae16b9a8d53d282,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
107, 0xb08a0e2e405fdf7d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
108, 0x2ea20df44229d6ec,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
109, 0x80e4634cd3612825,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
110, 0xbe62e8aeba8f8a1a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
111, 0x4981209769c190fb,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
112, 0xcec96ef14c7e1f65,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
113, 0x73fe4457b47e7b53,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
114, 0x1d66300677315c31,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
115, 0xe26821290498c4cc,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
116, 0xf6110248fd8fb1c5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
117, 0x30fd7fe32dbd8be3,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
118, 0x534ec9b910a2bd72,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
119, 0x8f9bfe878bbf7382,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
120, 0x4f4eb5295c0c2193,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
121, 0xdeb22f03a913be9e,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
122, 0x40f716f8e2a8886c,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
123, 0xc65007d0e386cdb1,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
124, 0x9bdd26d92b143a14,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
125, 0xf644b0b77ea44625,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
126, 0x75f5a53f6b01993a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
127, 0xfe803e347bf41010,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
128, 0x594bff5fa17bc360,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
129, 0x3551edfb450373c7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
130, 0x898f9dad433615db,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
131, 0x923d2406daa26d49,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
132, 0x99e07faccbc33426,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
133, 0x7389f9ff4470f807,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
134, 0xdc2a25957c6df90b,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
135, 0x33c6d8965ef3053f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
136, 0x51a8f07e838f1ab,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
137, 0x91c5db369380274f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
138, 0xc37de65ac56b207e,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
139, 0xfcc6d2375dde7f14,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
140, 0xa4e6418bff505958,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
141, 0x4b8b9f78e46953c4,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
142, 0x255ab2e0f93cf278,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
143, 0xdf650717af3d96ef,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
144, 0x2caa21cba3aae2b2,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
145, 0xce7e46c6f393daa4,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
146, 0x1d5b3573f9997ac7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
147, 0x5280c556e850847d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
148, 0x32edc31bef920ad7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
149, 0xefaa6b0b08cf2c6,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
150, 0x5151c99d97b111c5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
151, 0x35ccf4bf53d17590,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
152, 0xa210d7bd8697b385,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
153, 0xa9419f95738fbe61,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
154, 0xdeccf93a1a4fdc90,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
155, 0xd0ea3365b18e7a05,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
156, 0x84122df6dcd31b9a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
157, 0x33040a2125cea5f5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
158, 0xfe18306a862f6d86,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
159, 0xdb97c8392e5c4457,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
160, 0xc3e0fa735e80e422,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
161, 0x7d106ff36467a0c1,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
162, 0xb9825eecc720a76d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
163, 0x7fefc6f771647081,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
164, 0xf5df3f5b3977bf13,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
165, 0x18fb22736d36f1e0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
166, 0xadc4637b4953abfc,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
167, 0x174e66d3e17974bd,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
168, 0xf1614c51df4db5db,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
169, 0x6664ecde5717b293,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
170, 0xd5bc5b6839265c26,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
171, 0xf6ca9ce1af3f1832,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
172, 0xca696789a9d506ea,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
173, 0x7399c246c8f9d53,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
174, 0xadf49049626417e2,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
175, 0xbcd84af37d09ab91,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
176, 0xbb41c177f3a3fa45,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
177, 0x592becc814d55302,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
178, 0xa88b4e65f6cfe5f7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
179, 0xa0a55e34ff879426,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
180, 0x3c2ea6aa725b42b7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
181, 0x65ac4a407b1f9521,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
182, 0xde63d53f7e88b556,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
183, 0x18bc76696d015f40,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
184, 0xd1363f2cd4c116a8,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
185, 0x2fe859be19a48e4a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
186, 0x83d6099b1415e656,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
187, 0x43f2cbc1a4ee6410,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
188, 0xb2eca3d3421c533d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
189, 0xc52b98ea3f031f5d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
190, 0xfe57eb01da07e9d1,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
191, 0xf9377883537a6031,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
192, 0x364030c05dac7add,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
193, 0x6815cb06b35d4404,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
194, 0xceae2d4ce31894be,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
195, 0xc602bcdf6062bf6a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
196, 0xc8e4bd8dcc6062e3,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
197, 0x9c29e87b92a1a791,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
198, 0x41e626b871ca9651,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
199, 0x325c3d1fb8efbcd8,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
200, 0x7dbbacf8e3419fb3,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
201, 0x3602e72516bb7319,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
202, 0x537a008ebd94d24b,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
203, 0xda7714fc9d4d161d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
204, 0x1c8c73700e1b621b,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
205, 0x2749b80937d6c939,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
206, 0x76ee6abac5b14d33,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
207, 0xf18d1e92cb6a8b5c,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
208, 0x6ce9579d9291c721,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
209, 0x60523c745a40e58,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
210, 0x637f837fcc901757,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
211, 0x2ff71b19661dc5b3,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
212, 0x393ab586326ad16f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
213, 0xa0970ea30fe742b7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
214, 0x570222d7f27fe5ae,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
215, 0x3b5806d43fd38629,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
216, 0x129a0ad7420180c5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
217, 0x1c4726355778d52c,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
218, 0x7c1459cf77656499,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
219, 0xfe038a0932132069,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
220, 0x4c4cc317a937483a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
221, 0xa333d24067e926ba,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
222, 0x401d9b6ab37f6ef2,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
223, 0x87ad0e491ebe4a2a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
224, 0xfc02f312e72d121d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
225, 0xfde715b3b99767b2,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
226, 0xd111c342ba521c92,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
227, 0x83b221b10879c617,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
228, 0x6a1bf5c01fdf4277,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
229, 0x166bfc0c3f5892ee,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
230, 0x4608d556d7c57856,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
231, 0x8d786857c95ece49,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
232, 0x2d357445a1aca4ac,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
233, 0x79620dae28ecd796,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
234, 0x90e715dc0f2201c4,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
235, 0x173b68b4c9f4b665,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
236, 0x4e14d040ebac4eef,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
237, 0xbd25960b4b892e,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
238, 0x911a199db6f1989d,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
239, 0xfe822d7c601fd2e0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
240, 0x9b4c1d58d8223a69,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
241, 0x907c1891283843b0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
242, 0xf4868bf54061c4b2,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
243, 0x17f8cd1fc24efd85,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
244, 0xd44253f9af14c3aa,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
245, 0x16d0da0cb911d43c,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
246, 0x3c6a46615828e79a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
247, 0x498591c1138e11a5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
248, 0xcc0f26336d0d6141,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
249, 0x4d3ebc873212309a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
250, 0x16bad7792d5c2c6a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
251, 0x474215a80b2bbd11,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
252, 0x7159848abd8492fc,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
253, 0x359341c50973685f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
254, 0x27512ee7bf784a4a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
255, 0x45228ea080f70447,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
256, 0x880cab616500d50e,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
257, 0x12fae93f9830d56e,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
258, 0x6744ee64348d9acd,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
259, 0x484dada28cd2a828,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
260, 0x98491d0729e41863,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
261, 0x2f15aac43c2863b0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
262, 0x5727a34d77a1da0f,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
263, 0xa435cebef6a62eed,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
264, 0xd211697d57b053b0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
265, 0x65aa757b68bd557,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
266, 0xe3a1b7a2d8a3e06a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
267, 0x2adf64e67252a7a9,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
268, 0xadadcb75cadee276,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
269, 0x7934bc57ac8d97bf,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
270, 0xccff0d0f412e0606,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
271, 0x101a82aa3e8f3db9,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
272, 0xb0f2498094b4575c,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
273, 0xba2561d9ef26ed8a,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
274, 0xfbcd1268fc3febe1,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
275, 0x9aa10bb19eb152e0,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
276, 0xf496217a601a6d72,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
277, 0xe4be1e4f2fa91363,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
278, 0x473a602bf3dd68eb,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
279, 0xfe8ed2a48c26f4b5,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
280, 0x20e94b1a00159476,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
281, 0x93e1cb1c6af86ec7,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
282, 0x4fcba3898f7442ba,,,,,,False,False,False,0,0,skip,,,,,,,partial,,,,0
