seed, 0xdeadbeaf,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
31, 0xbf930e318ce09de3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
32, 0x61f9583b4f9ffe76,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
33, 0x9b69d0b3d5ec8958,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
34, 0xa608f250f9b2ca41,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
35, 0x6fdba7073dc2bb5d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
36, 0xa9d57601efea6d26,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
37, 0xc24a88a994954105,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
38, 0xc728b1f78d88fe5b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
39, 0x88da88c2b083b3b2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
40, 0xa9e27f7303c76cfd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
41, 0xc4c24608c29176eb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
42, 0x5420b58466b972fd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
43, 0xd2018a661b6756c8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
44, 0x7caed83d9573fc7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
45, 0x562a3d81b849a06a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
46, 0x16588af120c21f2c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
47, 0x658109a7e0eb4837,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
48, 0x877aabb14d3822e1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
49, 0x95704c342c3745fe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
50, 0xeeb8a0dc81603616,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
51, 0x431bf94889290419,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
52, 0xe4a9410ab92a5863,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
53, 0xbc6be64ea60f12ba,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
54, 0x328a2da920015063,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
55, 0x40f6b3bf8271ae07,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
56, 0x4068ff00a0e854f8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
57, 0x1b287572ca13fa78,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
58, 0xa11624a600490b99,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
59, 0x4a04ef29eb7150fa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
60, 0xcc9469ab5ffb739,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
61, 0x99a6a9f8d95e782,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
62, 0x8e90356573e7a070,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
63, 0xa740b8fb415c81c4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
64, 0x47eccef67447f3da,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
65, 0x2c720afe3a62a49b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
66, 0xe2a747f0a43eacf4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
67, 0xba063a87ab165576,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
68, 0xbc1c78ed27feb5a3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
69, 0x285a19fa3974f9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
70, 0x489c61e704f5f0e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
71, 0xf5ab04f6b03f238b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
72, 0x7e25f88138a110dd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
73, 0xc3d1cef3d7c1f1d1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
74, 0xc3de6ec64d0d8e00,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
75, 0x73682a15b6cc5088,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
76, 0x6fecbeb319163dc5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
77, 0x7e100d5defe570a1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
78, 0xad2af9af076dce57,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
79, 0x3c65100e23cd3a9a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
80, 0x4b442cc6cfe521bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
81, 0xe89dc50f8ab1ef75,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
82, 0x8b3c6fdc2496566,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
83, 0xdfc50042bc2c308c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
84, 0xe39c5f158b33d2b2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
85, 0x92f6adefdfeb0ac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
86, 0xdf5808a949c85b3e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
87, 0x437384021c9dace9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
88, 0xa7b5ed0d3d67d8f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
89, 0xe1408f8b21da3c34,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
90, 0xa1bba125c1e80522,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
91, 0x7611dc4710385264,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
92, 0xb00a46ea84082917,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
93, 0x51bf8002ffa87cef,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
94, 0x9bb81013e9810adc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
95, 0xd28f6600013541cd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
96, 0xc2ca3b1fa7791c1f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
97, 0x47f9ad58f099c82c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
98, 0x4d1bb9458469caf9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
99, 0xca0b165b2844257,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
100, 0xc3b2e667d075dc66,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
101, 0xde22f71136a3dbb1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
102, 0x23b4e3b6f219e4c3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
103, 0x327e0db4c9782f66,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
104, 0x9365506a6c7a1807,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
105, 0x3e868382dedd3be7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
106, 0xff04fa6534bcaa99,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
107, 0x96621a8862995305,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
108, 0x81bf39cb5f8e1df7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
109, 0x79b684bb8c37af7a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
110, 0xae3bc073c3cde33c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
111, 0x7805674112c899ac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
112, 0xd95a27995abb20f2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
113, 0x71a503c57b105c40,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
114, 0x5ff00d6a73ec8acc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
115, 0x12f96391d91e47c2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
116, 0xd55ca097b3bd4947,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
117, 0x794d79d20468b04,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
118, 0x35d814efb0d7a07d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
119, 0xfa9ac9bd0aae76d3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
120, 0xa77b8a3711e175cd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
121, 0xe6694fbf421f9489,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
122, 0xd8f1756525a1a0aa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
123, 0xe38dfa8426277433,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
124, 0x16b640c269bbcd44,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
125, 0x2a7a5a67ca24cfeb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
126, 0x669039c28d5344b4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
127, 0x2a445ee81fd596bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
128, 0x600df94cf25607e0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
129, 0x9358561a7579abff,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
130, 0xee1d52ea179fc274,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
131, 0x21a8b325e89d31be,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
132, 0x36fc0917486eec0a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
133, 0x3d99f40717a6be9f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
134, 0x39ac140051ca55ff,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
135, 0xcef7447c26711575,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
136, 0xf22666870eff441d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
137, 0x4a53c6134e1c7268,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
138, 0xd26de518ad6bdb1b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
139, 0x1a736bf75b8b0e55,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
140, 0xef1523f4e6bd0219,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
141, 0xb287b32fd615ad92,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
142, 0x2583d6af5e841dd5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
143, 0x4b9294aae7ca670c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
144, 0xf5aa4a84174f3ca9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
145, 0x886300f9e0dc6376,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
146, 0x3611401e475ef130,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
147, 0x69b56432b367e1ac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
148, 0x30c330e9ab36b7c4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
149, 0x1e0e73079a85b8d5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
150, 0x40fdfc7a5bfaecf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
151, 0xd7760f3e8e75a085,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
152, 0x1cc1891f7f625313,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
153, 0xeece1fe6165b4272,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
154, 0xe61111b0c166a3c1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
155, 0x2f1201563312f185,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
156, 0xfd10e8ecdd2a57cb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
157, 0x51cdc8c9dd3a89bf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
158, 0xed13cc93938b5496,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
159, 0x843816129750526b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
160, 0xd09995cd6819ada,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
161, 0x4601e778d40607df,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
162, 0xef9df06bd66c2ea0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
163, 0xae0bdecd3db65d69,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
164, 0xbb921a3c65a4ae9a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
165, 0xd66698ce8e9361be,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
166, 0xacdc91647b6068f4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
167, 0xe505ef68f2a5c1c0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
168, 0xd6e62fd27c6ab137,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
169, 0x6a2ba2c6a4641d86,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
170, 0x9c89143715c3b81,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
171, 0xe408c4e00362601a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
172, 0x986155cbf5d4bd9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
173, 0xb9e6831728c893a7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
174, 0xb985497c3bf88d8c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
175, 0xd0d729214b727bec,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
176, 0x4e557f75fece38a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
177, 0x6572067fdfd623ca,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
178, 0x178d49bb4d5cd794,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
179, 0xe6baf59f60445d82,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
180, 0x5607d53518e3a8d2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
181, 0xba7931adb6ebbd61,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
182, 0xe853576172611329,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
183, 0xe945daff96000c44,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
184, 0x565b9ba3d952a176,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
185, 0xcdb54d4f88c584c8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
186, 0x482a7499bee9b5e5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
187, 0x76560dd0affe825b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
188, 0x2a56221faa5ca22c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
189, 0x7729be5b361f5a25,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
190, 0xd6f2195795764876,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
191, 0x59ef7f8f423f18c5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
192, 0x7ebefed6d02adde1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
193, 0xcfec7265329c73e5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
194, 0x4fd8606a5e59881c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
195, 0x95860982ae370b73,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
196, 0xdecfa33b1f902acc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
197, 0xf9b8a57400b7c0a6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
198, 0xd20b822672ec857b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
199, 0x4eb81084096c7364,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
200, 0xe535c29a44d9b6ad,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
201, 0xdef8b48ebacb2e29,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
202, 0x1063bc2b8ba0e915,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
203, 0xe4e837fb53d76d02,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
204, 0x4df935db53579fb8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
205, 0xa30a0c8053869a89,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
206, 0xe891ee58a388a7b5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
207, 0x17931a0c64b8a985,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
208, 0xaf2d350b494ce1b3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
209, 0x2ab9345ffbcfed82,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
210, 0x7de3fe628a2592f0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
211, 0x85cf54fab8b7e79d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
212, 0x42d221520edab71b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
213, 0x17b695b3af36c233,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
214, 0xa4ffe50fe53eb485,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
215, 0x1102d242db800e4d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
216, 0xc8dc01f0233b3b6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
217, 0x984a030321053d36,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
218, 0x27fa8dc7b7112c0e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
219, 0xba634dd8294e177f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
220, 0xe67ce34b36332eb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
221, 0x8f1351e1894fb41a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
222, 0xb522a3048761fd30,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
223, 0xc350ad9bc6729edc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
224, 0xe0ed105bd3c805e1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
225, 0xa14043d2b0825aa7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
226, 0xee7779ce7fc11fdf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
227, 0xc0fa8ba23a60ab25,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
228, 0xb596d1ce259afbad,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
229, 0xaa9b8445537fdf62,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
230, 0x770ab2c700762e13,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
231, 0xe812f1183e40cc1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
232, 0x44bc898e57aefbbd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
233, 0xdd8a871df785c996,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
234, 0x88836a5e371eb36b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
235, 0xb6081c9152623f27,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
236, 0x895acbcd6528ca96,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
237, 0xfb67e33ddfbed435,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
238, 0xaf7af47d323ce26,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
239, 0xe354a510c3c39b2d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
240, 0x5cacdedda0672ba3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
241, 0xa440d9a2c6c22b09,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
242, 0x6395099f48d64304,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
243, 0xc11cf04c75f655b5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
244, 0x1c4e054d144ddb30,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
245, 0x3e0c2db89d336636,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
246, 0x127ecf18a5b0b9a7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
247, 0x3b50551a88ea7a73,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
248, 0xbd27003e47f1f684,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
249, 0xf32d657782baac9b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
250, 0x727f5cabf020bc9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
251, 0x39c1c1c226197dc7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
252, 0x5552c87b35deeb69,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
253, 0x64d54067b5ce493f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
254, 0x3494b091fe28dda0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
255, 0xdf0278bc85ee2965,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
256, 0xdef16fec25efbd66,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
257, 0xe2be09f578c4ce28,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
258, 0xd27a9271979d3019,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
259, 0x427f6fcd71845e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
260, 0x26b52c5f81ec142b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
261, 0x98267efc3986ad46,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
262, 0x7bf4165ddb7e4374,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
263, 0xd05f7996d7941010,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
264, 0x3b3991de97b45f14,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
265, 0x9068217fb4f27a30,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
266, 0xd8fe295160afc7f3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
267, 0x8a159fab4c3bc06f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
268, 0x57855506d19080b6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
269, 0x7636df6b3f2367a4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
270, 0x2844ee3abd1d5ec9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
271, 0xe5788de061f51c16,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
272, 0x69e78cc9132a164,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
273, 0xacd53cde6d8cd421,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
274, 0xb23f3100068e91da,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
275, 0x4140070a47f53891,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
276, 0xe4a422225a96e53a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
277, 0xb82a8925a272a2ac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
278, 0x7c2f9573590fe3b7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
279, 0xbaf80764db170575,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
280, 0x955abffa54358368,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
281, 0x355ce7460614a869,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
282, 0x3700ede779a4afbf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
283, 0x10a6ec01d92d68cd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
284, 0x3308f5a0a4c0afef,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
285, 0x97b892d7601136c9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
286, 0x4955c3b941b8552e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
287, 0xca85aa67e941961d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
288, 0xb1859ae5db28e9d2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
289, 0x305d072ac1521fbd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
290, 0xed52a868996085bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
291, 0x723bfa6a76358852,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
292, 0x78d946ecd97c5fb3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
293, 0x39205b30a8e23e79,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
294, 0xb927e3d086baadbe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
295, 0xa18d6946136e1ff5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
296, 0xdab6f0b51c1eb5ff,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
297, 0xf0a640bf7a1af60c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
298, 0xf0e81db09004d0d4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
299, 0xfe76cebdbe5a4dde,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
300, 0x2dafe9cc3decc376,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
301, 0x4c871fdf1af34205,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
302, 0xe79617d0c8fa893b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
