seed, 0x0,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
23, 0xa5ae363a868ee2bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
24, 0x9d89e0f041de6631,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
25, 0x6238b133c3991a65,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
26, 0xff49267d75fef51a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
27, 0xfb180656ce13c53f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
28, 0xaf7fadf36128712d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
29, 0xa6847fc6f339c63e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
30, 0xb03e0b80d71ea5bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
31, 0x63905abcb43969af,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
32, 0x2295af3ee00a3bba,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
33, 0xb8b375b994330415,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
34, 0x867d9ef1d8716a3b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
35, 0x4f6c02f5601b4e18,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
36, 0x7c5fb4c16c470d18,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
37, 0xe3b57986b804b343,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
38, 0xef1d79d212aca692,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
39, 0x5b98774c8806209c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
40, 0x924fc76bac38a5d1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
41, 0x5266084c412ddeed,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
42, 0x98240bf9b831d6a3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
43, 0x5681599e81219442,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
44, 0x6441248fc2ba92bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
45, 0xe3e9051a540349ea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
46, 0x3a2700034390baa3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
47, 0x9f893155b6d402bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
48, 0x158207910c6d8aef,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
49, 0xd5282ab7608c2cbc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
50, 0xc97f4651669dee4f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
51, 0x3d4750d95103ed60,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
52, 0xe0614542caac1f04,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
53, 0xefe5092144cfc6c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
54, 0x560bc486abd7e9ae,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
55, 0x2678b71392daa4b8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
56, 0x734970d3dc2ba416,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
57, 0xcbdbe849e51e4aaf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
58, 0x3b0b5e28b491556c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
59, 0xd51449ac45abd88,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
60, 0x6790b59991f1b7ab,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
61, 0x32d1c039ff2415bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
62, 0x173b9772f24f72e0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
63, 0x9490a9ca9f883b1b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
64, 0x4c775989e6214222,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
65, 0xac07db37e6ee6114,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
66, 0x331371b2e3f10aee,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
67, 0xf12e5326c21c28e4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
68, 0x5d77dc280c70d614,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
69, 0x1b01bd17a2f281ec,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
70, 0xa10d3b5882938487,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
71, 0xed5a0033c394ae8f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
72, 0x70bc8ea568ea44b4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
73, 0xf4600ae77965e730,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
74, 0x7ff92c0b321ce233,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
75, 0x6cdbc87d0cc1d670,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
76, 0x9ec64f0cf2000eb1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
77, 0xfebea50259800f68,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
78, 0xf2edf9019a8fd343,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
79, 0x75c584ac042e5468,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
80, 0xc1fa8481d5bf9a1d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
81, 0x7f57180168514ac2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
82, 0x878100716b94f81e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
83, 0xc929406e3af17fd2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
84, 0x6a26e2c013e4bf4d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
85, 0xbc071d8848280955,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
86, 0xb60d75abbfd1bdac,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
87, 0xee9b76afeca9fa69,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
88, 0x1d6c399d2f452810,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
89, 0xbaa0bc1621e25c83,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
90, 0xed6ba792f8671ba5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
91, 0xf7ca02c2ab11d8d7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
92, 0x3c3cadadf0b21e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
93, 0xdd1784571e864e9c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
94, 0xfb2f992015157509,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
95, 0xf50bb9f0d3ced743,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
96, 0x261565f75c3e185f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
97, 0xf8fe33b284513e60,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
98, 0xe3d2d10b5e024664,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
99, 0xd28717566242cf35,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
100, 0x7ae07d133ac5b789,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
101, 0x3b7ccaaa53ac338e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
102, 0xcd480bace4871650,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
103, 0xec6c78f923c080e9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
104, 0x44211d0ff8919d59,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
105, 0x89f79af76d2a45fe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
106, 0x71583fd8a837548b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
107, 0xee57269c261511f5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
108, 0xa5ee8f3b128c5d1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
109, 0xbb64c20ed0765a17,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
110, 0x9d4790ab2eeaf7e4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
111, 0x742f3db806d9e98,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
112, 0xb81ec97aed6a0d1b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
113, 0x41808b34f6a8a23,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
114, 0xc20913af175dfd4d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
115, 0x834427db263b22bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
116, 0xedd9c632e611828a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
117, 0x10eac8524496f571,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
118, 0xd76091b97eb00ab7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
119, 0x111298ae9fe95666,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
120, 0x5824b2e2a6719c43,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
121, 0x6e280ec539e934ed,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
122, 0xf74fd832df90083e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
123, 0x8fee6d0f241c2e97,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
124, 0x4244f331c2f19c3c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
125, 0x3dde75a845cce97f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
126, 0xe35bb8e635a9915b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
127, 0x39d2943037f7932e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
128, 0x1fe2d134201d0970,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
129, 0x49d00b63c749b804,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
130, 0x960c2942cd4e4e04,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
131, 0x8dd8e009dbc0435f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
132, 0xcf493495c3a055cd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
133, 0x8f7b5a1c0f9fe9cd,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
134, 0x49d5f90374641a25,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
135, 0x69b3932073d3524c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
136, 0xd170603e7de84ee2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
137, 0xa062ba3ed3539948,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
138, 0xf5861cc5b5d56c82,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
139, 0x5e914998a30c7e76,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
140, 0x8d77f2ad1503c0f1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
141, 0x980b6a9e3b4181fb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
142, 0xd9299cd50694c084,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
143, 0x253dc0f8f1cec4c5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
144, 0x68110fb9d1b3e695,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
145, 0xe8f3120d0aabc461,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
146, 0xb066e7df0dfb042,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
147, 0xd29ce0f797e6b60b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
148, 0x6a569bb7ca33bd42,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
149, 0xd46e08b2dc2385f8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
150, 0x28c61d11d055767,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
151, 0x5d73aa3d1a2bb725,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
152, 0x1421191e1c14829a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
153, 0xa711bfb6423df35e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
154, 0x461af97a86308006,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
155, 0xb3e1018ff3519367,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
156, 0xf19cf866a268ef2b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
157, 0x207715eac9199d1d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
158, 0xdd621c410975b78c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
159, 0xf390aea68683610,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
160, 0x617a2d107a0047d9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
161, 0x6e05ac416e5bebf0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
162, 0x7d253e70506c1bed,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
163, 0xf9f96f4a7dd53810,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
164, 0xc693b29cb1573f73,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
165, 0x4f1146b0020ea544,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
166, 0x45140608fbd40579,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
167, 0xdcf57219828ce6be,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
168, 0xe19d58cca37b5b32,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
169, 0x82bda95b2a161235,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
170, 0x5823c3d8a2b6c9ba,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
171, 0xfeb2e74092fdf89a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
172, 0x50e1ad1abc8f869d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
173, 0x2ec63d0c105eb8da,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
174, 0xe14e1c4845a3264a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
175, 0xcff53670455eb6aa,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
176, 0xaafaccd24619fa3e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
177, 0xf55a988486e2422a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
178, 0xecfba16a90ff4d04,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
179, 0xbf8d36c2f644757a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
180, 0xdc56ed75a0dd6249,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
181, 0x3f45023eff17c3bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
182, 0x2428bbfe90023fab,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
183, 0xab892c611adcb70c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
184, 0xb6f13d8c0c2b9d74,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
185, 0x2ac3fb11d224f2a8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
186, 0x65433dcfae2d9351,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
187, 0xe906859ae4b45f82,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
188, 0x8fb7f5f093d76a3b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
189, 0x940dd290b5e88d1a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
190, 0x31b27d21bef116e7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
191, 0x86a964e2c83b5296,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
192, 0x85ffd17bc079a9e8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
193, 0x16c47c724e7ab7f1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
194, 0xfb6098a9867e7d7f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
195, 0x9246fb69092c6cb2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
196, 0x1a4033572760f32,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
197, 0xc5cc568a8b273b84,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
198, 0xfa6f9f2fbdd44abc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
199, 0x9701b8e087718ba3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
200, 0x51d6a7dcf73f8f3a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
201, 0x30008172cc6a972d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
202, 0xac2ab49a5ca6ac81,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
203, 0x31f28ef79461e54c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
204, 0x93e35a8da8cc6132,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
205, 0x9a2c58beeba3d5b9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
206, 0xf6615c1de266ac39,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
207, 0x127ff9f8166b766b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
208, 0x7ffe380e80a69556,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
209, 0xbe7d2c228e1542f7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
210, 0x2d5ebb4e50ba1746,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
211, 0x63585761ae1bf684,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
212, 0x1019eb5cee022fea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
213, 0xb9d3540ab58da30d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
214, 0x1677f4cb45620eb9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
215, 0x6524baee51783822,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
216, 0xdf9f2ddcfabb0adc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
217, 0x78e8acc43b287935,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
218, 0xe9a1974e999222b5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
219, 0xc41324ec2291e780,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
220, 0xea52abc9ecdcbc9f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
221, 0x209d7bcd46ec6b04,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
222, 0x12d504c09803db2e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
223, 0x1200e6bf21475d81,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
224, 0xde6d3c2b35fd2cfc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
225, 0xa2526900ac33bd3c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
226, 0x7f1f5290fc432bc5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
227, 0x29ddfb380a3d69c8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
228, 0xac79cb6942a2909d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
229, 0x516996685b67a92a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
230, 0xb5fc39041cb828bb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
231, 0x75d9d8ca0644a276,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
232, 0x81e98b76be92a3e9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
233, 0xca27888fafe12179,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
234, 0x17be2ae039925765,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
235, 0x9429846c0e6d0342,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
236, 0x327dfd50439815e9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
237, 0xcee20cd7bc254aeb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
238, 0x7d250389f453f29e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
239, 0xfd1b232a85c95569,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
240, 0x2ed55fac80f3e9e9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
241, 0xf6886c20417a1be7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
242, 0xcd08e61f0b0fdfde,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
243, 0x7b33e34da5c27bff,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
244, 0xd043c4b7d5603dd5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
245, 0x9a544e4c70a3b686,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
246, 0xa7b60398c381f771,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
247, 0xe9e7a3487c4bd4f2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
248, 0x10b58fdfe1ff112c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
249, 0xd5c1c9748c0f4ceb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
250, 0x61be9d09159d54ff,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
251, 0x5356f51e8239f510,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
252, 0xfe7889d9b202ecef,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
253, 0xc7fc19ca5d263d5d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
254, 0x7c4c07e61dfd9f69,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
255, 0x6c315fe5015f300a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
256, 0xe0a5bc00039747b4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
257, 0x16397fdcf829ee80,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
258, 0xb55aee80d16a5169,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
259, 0xca0609944d007eea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
260, 0xcc982249f65a02ce,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
261, 0x528161feb149c148,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
262, 0xcbf08ba49b41c006,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
263, 0x39af1ff0b6f14138,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
264, 0x5cc036be69799aec,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
265, 0x6adde125b1db21c5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
266, 0x8a99d83d6b613b67,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
267, 0x1cd43fca9451f74c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
268, 0x682dbb26ecc96365,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
269, 0x13b4be2ceb43e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
270, 0xbe8fbc3b6f4f581e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
271, 0xda148a2f4bda5719,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
272, 0x239106ca3319f393,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
273, 0xb42b4dde641f0dd5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
274, 0xd233cfdf4cb0af74,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
275, 0xfb5919d905589afc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
276, 0xd802a8860c10b66a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
277, 0x6c923e1d00e7b5bc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
278, 0xfacce1134f383b89,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
279, 0xf9570abda7a6d553,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
280, 0x80f0f9796a208f18,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
281, 0xc0e1df5280951c57,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
282, 0xe9f143f08257bbe0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
283, 0x79e4c6463123d588,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
284, 0xdd2118583f2b1684,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
285, 0xb399ff5f2329fa18,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
286, 0x4b3e9ebae96f813c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
287, 0xc484dbf247787384,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
288, 0x921865eb97603f2c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
289, 0x18063c68e257d300,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
290, 0x643181f345e7fc26,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
291, 0x12e0b0e8eadf9fa7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
292, 0x79e613fe73dfa354,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
293, 0x6db4c59203b7217a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
294, 0x6c7a0e9ba6139eaf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
295, 0x9617c7ac4e3f6d97,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
296, 0x1f68a7b4fb1b4b75,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
297, 0xef0b7ab24944f466,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
298, 0xaf1dee1f4be1bc89,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
299, 0xd2e355c959f5fd8d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
300, 0xe594c3fb95d96efc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
301, 0x9554766ca3342906,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
302, 0xa4bbdc77d12842c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
