seed, 0x0,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
109, 0xf6e074f86faf669d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
110, 0x9142040df8dc2a79,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
111, 0x9682ab16bc939a9c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
112, 0x6a4e80c378d971c8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
113, 0x31309c2c7fc2d3d6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
114, 0xb7237ec682993339,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
115, 0x6a30c06bb83dccd9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
116, 0x21c8e9b6d8e7c382,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
117, 0x258a24ae6f086a19,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
118, 0xb76edb5be7df5c35,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
119, 0x3c11d7d5c16e7175,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
120, 0xbdfc34c31eff66e1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
121, 0x8af66e44be8bf3a2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
122, 0x3053292e193dec28,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
123, 0xd0cc44545b454995,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
124, 0x408ac01a9289d56,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
125, 0x4e02d34318ec2e85,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
126, 0x9413ff3777c6eb6b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
127, 0xa3a301f8e37eb3df,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
128, 0x14e6306bd8d8f9f9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
129, 0xd3ea06ce16c4a653,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
130, 0x170abe5429122982,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
131, 0x7f9e6fddc6cacb85,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
132, 0xa41b93e10a10a4c8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
133, 0x239216f9d5b6d0b5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
134, 0x985fcb6cb4190d98,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
135, 0xb45e3e7c68f480c6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
136, 0xc1b2fc2e0446211c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
137, 0x4596adb28858c498,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
138, 0x2dd706f3458ddc75,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
139, 0x29c988c86f75464,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
140, 0xac33a65aa679a60,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
141, 0xa28fef762d39d938,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
142, 0x541e6fa48647f53,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
143, 0x27838d56b2649735,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
144, 0x8e143d318a796212,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
145, 0xaea6097745f586b8,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
146, 0x636143330f8ee2e6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
147, 0xc2d05fd8b945b172,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
148, 0x6e355f9eb4353055,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
149, 0xeb64ca42e8bf282e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
150, 0xe8202dfd9da0fe5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
151, 0x7305689c9d790cba,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
152, 0xf122f8b1bef32970,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
153, 0x9562887e38c32ba5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
154, 0xf9cd9be121b738d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
155, 0x6238e0c398307913,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
156, 0x5f2e79bb07c30f47,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
157, 0x8ce8e45c465006e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
158, 0x39281fe1e99e2441,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
159, 0xafb10c2ca2874fea,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
160, 0x6e52f91633f83cf,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
161, 0x8ff12c1ac73c4494,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
162, 0xe48608a09365af59,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
163, 0xefd9bbc7e76e6a33,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
164, 0xbe16a39d5c38ec92,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
165, 0x6a6ffbcaf5a2330f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
166, 0xdd5d6ac7d998d43d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
167, 0x207bf978226d4f11,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
168, 0xf8eec56bd2a0f62e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
169, 0xa5bccf05dce0d975,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
170, 0x93cf3ec1afe457a6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
171, 0x38651466d201f736,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
172, 0x3ad21473985c9184,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
173, 0xc6407a3bd38c92a6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
174, 0xb1ec42c7afa90a25,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
175, 0xbdeca984df8b7dd3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
176, 0xb6926b1d00aa6c55,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
177, 0x86141d0022352d49,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
178, 0x169316256135ee09,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
179, 0xffb1c7767af02a5c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
180, 0x502af38ad19f5c91,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
181, 0xfbf6cbc080086658,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
182, 0x33cf9b219edae501,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
183, 0x46e69bebd77b8862,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
184, 0xf11e0cc91125d041,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
185, 0xb4cd1649f85e078f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
186, 0xb49be408db4e952,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
187, 0xb0b8db46140cce3c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
188, 0xba647f2174012be7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
189, 0x4f0a09e406970ac9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
190, 0xf868c7aec9890a5c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
191, 0xde4c8fa7498ea090,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
192, 0x872ceb197978c1d4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
193, 0x1eb5cd9c3269b258,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
194, 0x3ea189f91724f014,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
195, 0x41379656f7746f2c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
196, 0x7bd18493aca60e51,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
197, 0x5380c23b0cbbf15e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
198, 0x920b72835f88246b,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
199, 0x24d7f734a4548b8e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
200, 0x9944edb57e5aa145,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
201, 0x4628e136ebb8afe1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
202, 0xb4ee6a776356e2a7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
203, 0x481cbe9744ccf7d7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
204, 0x7e8d67e8b0b995d9,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
205, 0xeeacde100af7b47e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
206, 0x103da08f2487dab7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
207, 0x6b9890a91d831459,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
208, 0xd0c5beae37b572c7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
209, 0xfdccc371ee73fcc,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
210, 0x65438f0a367a2003,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
211, 0x5d23b2c818a7e943,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
212, 0x9a8ed45ac04b58b3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
213, 0xdaf3c3f1695dce10,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
214, 0x5960eec706fa2bc0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
215, 0x98ca652facb80d40,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
216, 0x72970ae5e2194143,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
217, 0x18c6374d878c5c94,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
218, 0x20fa51f997381900,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
219, 0x3af253dba26d6e1d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
220, 0x1b23d65db15c7f78,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
221, 0x9f53ae976259b0e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
222, 0x9a6addb28dc92d49,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
223, 0x1e085c4accd0a7d7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
224, 0xe9d3f4cc9bad6ce5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
225, 0xe018fad78b5b1059,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
226, 0x5ef7682232b4b95,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
227, 0xb2242aa649f5de80,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
228, 0x8f3e6d8dd99b9e4e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
229, 0xb9be6cc22949d62a,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
230, 0xecbdc7beaa5ff1fe,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
231, 0xd388db43a855bdf0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
232, 0xd71ee3238852568d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
233, 0x85ab3056304c04b5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
234, 0x2ed7ae7ad3cfc3cb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
235, 0x781d1b03d40b6c48,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
236, 0x7d3c740886657e6d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
237, 0x982cfa6828daa6b0,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
238, 0x278579599c529464,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
239, 0x773adecfae9f0e08,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
240, 0x63a243ea4b85c5d7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
241, 0x59940074fc3709e1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
242, 0xc914a2eed58a6363,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
243, 0x2602b04274dd724c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
244, 0xdf636eb7636c2c42,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
245, 0x891a334d0d26c547,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
246, 0xde8cd586d499e22d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
247, 0x3ea1aa4d9b7035b6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
248, 0xd085cff6f9501523,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
249, 0xe82a872f374959e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
250, 0x55cb495bbd42cc53,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
251, 0x5f42b3226e56ca97,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
252, 0xea463f6f203493a3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
253, 0xeef3718e57731737,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
254, 0x1bd4f9d62b7f9f3c,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
255, 0x19284f5e74817511,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
256, 0xaf6e842c7450ca87,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
257, 0x1d27d2b08a6b3600,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
258, 0xfb4b912b396a52e3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
259, 0x30804d4c5c710121,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
260, 0x4907e82564e36338,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
261, 0x6441cf3b2900ddb7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
262, 0xd76de6f51988dc66,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
263, 0x4f298ef96fd5e6d2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
264, 0x65432960c009f83d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
265, 0x65ebed07e1d2e3df,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
266, 0xf83ee8078febca20,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
267, 0x7bb18e9d74fc5b29,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
268, 0x597b5fbc2261d91,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
269, 0xea4f8ed0732b15b2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
270, 0xba2267f74f458268,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
271, 0x3f304acabd746bbb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
272, 0x7bd187af85659a82,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
273, 0x88e20dbdb7a08ea3,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
274, 0x2a2dc948c772fcb4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
275, 0x87784fec2993c867,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
276, 0x89163933cd362d4e,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
277, 0xfd7b24f04302f957,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
278, 0x9bdd544405dfb153,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
279, 0xddee0fac58ffc611,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
280, 0xa8e8993417e71ec1,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
281, 0x55e0ab46ff7757af,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
282, 0x53e7645f08d3d7df,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
283, 0xbf78e563bc656ba2,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
284, 0x1d162253b45ee2de,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
285, 0x15e2bfefedf29eb4,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
286, 0x4e2a4584aa394702,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
287, 0xa89fb12b01525897,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
288, 0x825bd98f0544e4df,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
289, 0xfc6c50da6750700,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
290, 0xc24aaabde7d28423,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
291, 0x79d6f4660fcb19e5,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
292, 0xee7d4fb40c8d659f,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
293, 0x70bc281b462e811d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
294, 0x23ed4dc9636519a7,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
295, 0xcb7c3f5a5711b935,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
296, 0xe73090e0508c5d9d,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
297, 0xb25a331f375952a6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
298, 0xa64c86e0c04740f6,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
299, 0xb8f3ffc8d56ac124,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
300, 0x2479266fc5ee6b15,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
301, 0x8d5792d27f5ffbcb,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
302, 0xb064298be946cd52,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
