Data_sprzedazy,URL_logo_wystawcy,Ogólny kontakt firmy,Opis_en,Status,www,Numer_stoiska,NIP,Nazwa_wystawcy,Opis_pl
,,"Adama Mickiewicza 37/58, 01-625, Warszawa, Polska",,Sprzedane (Targi PWE),https://brak@brak.pl,C3.15,,SWEETVEGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/77238.jpg,,,Sprzedane (Targi PWE),https://smakiaromat.com/,C3.15,,City Group Capital Sp. z o.o. (Smak i Aromat),"""Producent przetworów. Konfitury bez cukru, sosy na bazie warzyw i owoców, kiszonki warzywne.
Konfitury bd.cukru; malinowa z płatkami róży, Czarna porzeczka z daktylami. Jeżyna z czerwoną porzeczką, Czereśnia z czerwoną porzeczką i agrestem, ZAKWAS z buraków probiotyk, Ocet żywy z czarnej porzeczki, Ocet z czerwonej porzeczki, Ocet gruszkowy. Olej z pestek dyni, Ćwikła z chrzanem i miodem, Chrzan z jabłkiem i miodem, Żurek na miodzie z Kuchni Mądrej Babcie, Zakwas na barszcz czerwony z Kuchni Mądrej Babci, Sos z czarnej porzeczki do drobiu, Sos śliwkowy do serów, Chutney morelowa brzoskwiniowy do nabiału, Słodkie Chili do mięsa i kanapek. Produkty wytwarzane unowocześnioną metodą tradycyjną, bez konserwantów, stabilizatorów, barwników oraz bd.cukru. Pasteryzowane parą wodna za wyjątkiem kiszonek i naturalnych fermentów. ""
"
,https://www4.pwe-expoplanner.com/sklep/img/logo/81818.jpg,,,Sprzedane (Targi PWE),https://brak.pl/,C3.15,,Sweet Brands Sp. z o.o.,"Pieczywo cukiernicze o przedłużonej trwałości: ciastka, wafle, rurki waflowe, ciastka bez dodatku cukru, bezy oraz cukierki i galanteria czekoladowa. "
,https://www4.pwe-expoplanner.com/sklep/img/logo/81819.jpg,,,Sprzedane (Targi PWE),www.nalewki.pl,C3.15,,NALEWKI STAROPOLSKIE KAROL MAJEWSKI I WSPÓLNICY SP Z O.O,"Nalewki Staropolskie ręcznie produkowane. Smaki: Pigwowa, Malinowa, Wiśniowa Wykwintna, czarna Porzeczka, Głóg, Dereń,itp.
"
,https://www4.pwe-expoplanner.com/sklep/img/logo/81820.jpg,,,Sprzedane (Targi PWE),www.pszczelasymfonia.pl ,C3.15,,"""Pasieka  """"Pszczela Symfonia"""" Agnieszka Zalewska""","Produkt Tradycyjny: Miód Kampinoski Wielokwiatowy wytworzony przez rodzime pszczoły kampinoskie na obszarze Kampinoskiego Parku Narodowego. Nasza pasieka uczestniczy w programie ochrony zasobów genetycznych zagrożonej wymarciem rodzimej pszczoły środkowoeuropejskiej linii M. Kampinoska.
- inne miody i produkty pszczele pozyskiwane z dzikich i malowniczych obszarów województwa mazowieckiego. Wszystkie produkty w pięknej botanicznej oprawie, nawiązującej do lokalnej flory Mazowsza.
"
,https://www4.pwe-expoplanner.com/sklep/img/logo/81821.jpg,,,Sprzedane (Targi PWE),https://www.facebook.com/MichrowskaPiwniczka/ ,C3.15,,"Michrowska Piwniczka, Monika Szymańczak-Siemiatkowska, Daniel Si","Tradycyjne w szkle produkty: soki, syropy, octy, kimchi, kiszonki, powidła, ... z własnego eko gospodarstwa.
Posiadane certyfikaty, dyplomy, wyróżnienia związane z prezentowanym produktem: 
Certyfikat eko na uprawy, Laur Marszałka, nagrody za produkty Smaki Regionów Nasze Kulinarne Dziedzictwo, Perła, wpis produktu na Listę Produktów Tradycyjnych, Innowacyjny rolnik, Rolniczka motorem innowacji. 
"
,https://www4.pwe-expoplanner.com/sklep/img/logo/81822.jpg,,,Sprzedane (Targi PWE),https://brak.pl/,C3.15,,SweetVegy Sp. z o.o.,","
,https://www4.pwe-expoplanner.com/sklep/img/logo/81856.jpg,,,Sprzedane (Targi PWE),www.szledaki.pl,C3.15,,Zagroda Szlędaki,"wędliny z dziczyzny, wieprzowiny, wołowiny, Produkt Polski, HACAP, Kupuj Świadomie
"
,https://www4.pwe-expoplanner.com/sklep/img/logo/81857.jpg,,,Sprzedane (Targi PWE),www.zmjelonki.pl  ,C3.15,,INTERCHEMALL ZESPÓŁ MŁYNÓW JELONKI Sp. z o.o.,"Mąki pszenne i żytnie, kasza manna 400 g 
"
,,,,Sprzedane (Targi PWE),https://wedlinykarniewo.pl/,C3.15,,Wyrób Wędlin Tradycyjnych Adam Węgłowski,"Wędliny tradycyjne, typ: polędwica, szynka, boczek, kiełbasa swojska, podsuszana, kaszanka, salceson. Laur Marszałka za kielbase kruchą, szynke z nogą, kielbase krakowska podsuszaną, kabanosy wieprzowe."
,,,,Sprzedane (Targi PWE),https://brak.pl/,C3.15,,Gospodarstwo Rolne Franciszek Kesler,"Olej rzepakowy KesleraLaureat konkursów Laur Marszałka i NKD-SR, Agro Polska, Agro Poland Euro Quality, Złoty medal Natura Food beECO. Certyfikat """"Jakość Tradycja""""."
2025-01-21 09:20:36,https://www4.pwe-expoplanner.com/sklep/img/logo/36783.jpg,,,Sprzedane (Targi PWE),https://www.umww.pl/,C3.01,7781346888,Województwo Wielkopolskie z siedzibą Urzędu Marszałkowskiego Woj,URZAD
2024-07-26 07:37:24,https://www4.pwe-expoplanner.com/sklep/img/logo/23381.jpg,,,Sprzedane (Dział Prawny),https://mawotrade.pl/biuro-handlu-artykulami-spozywczymi/artykuly,C1.02,6182157985,Mawo Trade,
2025-04-15 09:55:09,https://www4.pwe-expoplanner.com/sklep/img/logo/35355.jpg,,,Sprzedane,https://maspex.com/kontakt/,C3.33,5512617657,GRUPA MASPEX,
,https://www4.pwe-expoplanner.com/sklep/img/logo/81556.jpg,"xxx, 00-000, xxx, Polska",,Sprzedane,https://brak.pl/,C3.33,,TYMBARK,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81557.jpg,,,Sprzedane,https://brak.pl/,C3.33,,TIGER,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81560.jpg,,,Sprzedane,https://brak.pl/,C3.33,,KOTLIN,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81562.jpg,,,Sprzedane,https://brak.pl/,C3.33,,KUBUŚ,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81563.jpg,,,Sprzedane,https://brak.pl/,C3.33,,LUBELLA,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81564.jpg,,,Sprzedane,https://brak.pl/,C3.33,,PLUSSSZ,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81566.jpg,,,Sprzedane,https://brak.pl/,C3.33,,ŁOWICZ,.
,https://www4.pwe-expoplanner.com/sklep/img/logo/81567.jpg,,,Sprzedane,https://brak.pl/,C3.33,,DR WITT,.
2025-03-31 12:20:26,https://www4.pwe-expoplanner.com/sklep/img/logo/59156.jpg,,,Sprzedane (Targi PWE),https://zbudujprzyczepe.pl/,C3.40,1182251782,ZBUDUJPRZYCZEPE.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Specjalizujemy się w produkcji przyczep gastronomicznych, przyczep handlowych i przyczep budowlanych (socjalnych). Projektujemy i doradzamy rozwiązania, które pomogą zrealizować cele naszych klientów."
2025-03-23 22:47:18,https://www4.pwe-expoplanner.com/sklep/img/logo/68846.jpg,,,Sprzedane,http://www.osskic.org.pl/,C3.39,5212922698,Ogólnopolskie Stowarzyszenie Szefów Kuchni i Cukierni,
2025-03-12 10:00:06,https://www4.pwe-expoplanner.com/sklep/img/logo/8378.jpg,,,Sprzedane,https://hb24.pl/,C1.34,5242784640,HOME BRANDS,
2025-03-19 11:39:59,https://www4.pwe-expoplanner.com/sklep/img/logo/30040.jpg,,,Sprzedane (Targi PWE),https://www.elavon.pl/index.html,C4.33,2090000825,ELAVON,
2025-02-12 15:09:43,,,,Sprzedane (Agenci),https://greatexhibitions.gr/en/,C5.01,,Great Exhibitions,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80025.jpg,,"Our company is activated in the production, standardization and exports of premium Greek Extra Virgin Olive Oil and of various oil blends. We always emphasize in high-quality$REDNIK thus all of our production units function under the high standards of IFS and ISO22000:2005.Our olive oils are being exported to more than 25 countries worldwide successfully",Sprzedane (Agenci),http://www.elealand.gr,C4.02,,ELEA LAND,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80051.jpg,,"Gea Bakery is a pioneering Greek company offering premium, gluten-free products using pure natural ingredients provided by the earth. With our expertise in gluten-free baking, we develop original recipes without using ready-made mixes, modified starches, or preservatives.Our products are GMO-free and made with high-quality ingredients like pea protein, linseed, lentil flour, authentic bourbon vanilla and fine Belgian chocolate. Our bread products rank A in the Nutri-Score  scale and are baked with natural fruit sugars instead of sugar.",Sprzedane (Agenci),https://www.geabakery.com/,C4.02,,GEA BAKERY,"Gea Bakery to pionierska grecka firma oferująca wysokiej jakości produkty bezglutenowe, przygotowane z czystych, naturalnych składników dostarczanych przez ziemię. Dzięki naszej wiedzy i doświadczeniu w wypiekach bezglutenowych tworzymy oryginalne receptury bez użycia gotowych mieszanek, modyfikowanej skrobi czy konserwantów. Nasze produkty są wolne od GMO i powstają z wysokiej jakości składników, takich jak białko grochu, siemię lniane, mąka z soczewicy, autentyczna wanilia bourbon oraz wyśmienita belgijska czekolada. Nasze pieczywo uzyskuje ocenę A w skali Nutri-Score i jest wypiekane z naturalnych cukrów owocowych zamiast cukru."
,https://www4.pwe-expoplanner.com/sklep/img/logo/80055.jpg,,"KORVEL LTD is a Greek family-owned olive oil factory that has been operating since 2011. We boast modern production lines and hold all necessary certifications, including IFS, Organic, FDA, and Agrocert. Our high-quality, sustainably produced olive oil features unique flavor profiles that delight our customers.",Sprzedane (Agenci),https://korvel-food.com/en/,C4.02,,KORVEL LTD,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80057.jpg,,"We are a family business, a purely Greek company operating in the food trade sector since 2002. We manufacture and distribute natural cheese products from Crete. We believe in the beneficial power of the ""Mediterranean Diet"". We promote pure traditional products in Greece and abroad, meeting the needs of the modern consumer.",Sprzedane (Agenci),HTTP://www.kriton-paradosi.gr,C4.02,,KRITON PARADOSI LTD,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80059.jpg,,-,Sprzedane (Agenci),http://WWW.DEARGREECE.GR,C4.02,,FAMILY RECIPES P.C.,"Dear Greece to rodzinna firma założona w 1930 roku, z nowymi zakładami produkcyjnymi w Atenach, produkująca zdrowe ciasteczka według tradycyjnych receptur, z oliwą z oliwek extra vergine z Krety, bez konserwantów i cholesterolu.- Nasza wizja to „Zawsze bądź pierwszym wyborem naszych klientów”.- Produkujemy produkty premium oparte na diecie śródziemnomorskiej.- Używamy wyłącznie oliwy z oliwek extra vergine i składników od certyfikowanych dostawców.- Nasze motto to „Jakość to nasza licencja na biznes”."
,https://www4.pwe-expoplanner.com/sklep/img/logo/80066.jpg,,-,Sprzedane (Agenci),http://halvadopoiia.gr/,C4.02,,M.KOSMIDIS & CO,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80068.jpg,,"MC DIVINA S.M.P.C is a new established company based in Athens with main activity to offer a premium range of Bakery products including Butter Cookies and Panettone under the International Maria Callas brand all presented in luxurious packaging. This iconic brand, inspired by the legendary Diva, stands as a symbol of elegance and timeless appeal. Maria Callas products offer a piece of History, Culture and Art.",Sprzedane (Agenci),http://brak.com,C4.02,,MC DIVINA S.M.P.C,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80069.jpg,,"The Region of Attica is located at the central part of the country. It contains a territory of 3,808 km2 and covers 2.9% of the total territory of Greece. It is based in Athens, the Greek capital.Attica, apart from its ancient monuments and history, is a region displaying rare natural beauty and a wonderful climate, suitable for the nourishing of plants that, although they do not even grow in many other places, bear fruit here. Land and sea in this place provide us with all kinds of goods. As Xenophon said, “whatever goods Gods have to offer people in each season, here it all starts to grow very early and ceases to grow very late”.",Sprzedane (Agenci),https://www.patt.gov.gr/,C4.02,,REGION OF ATTICA,-
,https://www4.pwe-expoplanner.com/sklep/img/logo/80841.jpg,,"The Hatzigavriel family has been active since 1988 in the food industry, in bakery products, confectionery and catering services. In the early 20th century, Nikolaos Hatzigavriel was a halva producer in Makri in Asia Minor (now Turkey). Today, his great-grandchildren, a century later, rediscovering their history and investing in cutting-edge technology, present you the Marathon halva of the Hatzigavriel family. The company is housed in a privately owned 600m² facility and has completed investments of over two million euros for the vertical production and processing of sesame, tahini and halva. It continues its investments in green energy, producing 100KW of electricity, making it energy self-sufficient.",Sprzedane (Agenci),https://halvas-marathonos.gr,C4.02,,HATZIGAVRIEL BROS. G.P.,-
2024-10-24 13:51:50,https://www4.pwe-expoplanner.com/sklep/img/logo/11053.jpg,,,Sprzedane,https://damakfood.pl/pl/,C3.27,1090001681,DAMAK FOOD,
2024-05-07 13:10:23,https://www4.pwe-expoplanner.com/sklep/img/logo/22985.jpg,,,Sprzedane (Targi PWE),https://frostpresov.sk/home.html,C4.01,2021588734,FROST a.s. Presov,
2024-11-06 09:48:33,https://www4.pwe-expoplanner.com/sklep/img/logo/67801.jpg,,,Sprzedane (Targi obce),https://www.rabeko.be/en/,C3.28,,Rabeko,
